content,score,Label
"Makin gembel ajah ini aplikasi, pelayanan nya buruk banget, kalo memang transaksi sedang offline beritahukan kami bahwa tidak bisa melakukan transaksi.. Giliran sudah di TF baru timbul transaksi pending auto nyangkut duit gue.. Bukan 1 atau 2 kali ini ke 3 kali nya duit gue nyangkut.. Saran gue kalo mau transaksi scand QR nominal nya jangan terlalu besar kalo transaksi pending lama di proses nya, ke gue udah 3 hari ga ada kabar masih kek gitu ajah. Komplain cs robot mullu yang bales.. payahhhh.",1,Negatif
"Maaf, baru kali ini saya kecewa dengan DANA. Transaksi saya sudah 3jam masih pending. Saya hub CS yang menjawab selalu robot. Gimana ini CS sama sekali tidak bisa membantu. Trimakasih Kecewa atas masalah ini, jdi nilai kepuasan saya berkurang.",2,Negatif
"saya kasih bintang 1 pelayanan kurang cepat dan gak jelas kalau ditanya,saya ada masalah saat pembayaran,dipending trs tapi gak di acc/dibatalkan dari pihak dana dari jam 10 malem sampek sekarang,pokokya penangananya kurang",1,Negatif
"Dana sekarang tidak sebagus dulu,saya mengalami kendala transaksi masih di proses sudah lebih dr 12 jam,saldo masih tertahan,tidak tau brp lama saldo saya kembali,kirim laporan pun tdk ada solusi hanya disuruh nunggu,live chat sudah tidak bisa,whatsapp sudah tidak ada,tolong dong diperbaiki pelayanan untuk costumer nya,ditunggu untuk pengembalian saldo saya",1,Negatif
"Baru instal banget berharap pembayaran apa apa lebih mudah tapi malah setiap top up ga masuk di dompet dana saya, tolong ditingkatkan ya, soalnya ini beberapa saya isi saldo suka ga masuk dan saya harus selalu mengajukan ke email.",1,Negatif
"Iseng2 cari promo beli voucher pulsa di dana. Pas mau dipake eh, malah promo tidak tersedia. Nyesel jadi beli mau beli pulsa di sini. Padahal udah lama ga transaksi di sini, pas mau transaksi malah lecewa. Entah kenapa makin ke sini makin buruk pelayanannya, padahal dulu DANA lumayan bagus dan membantu saya. Semoga cepat kembali DANA",1,Negatif
"Bintang 1 dulu,uang sudah di transfer temen tapi upgrade premium gagal terus sampai 20 x lebih ,padahal dokumen sudah bener, alhasil uang tidak bisa diambil,live chat juga tidak membantu sama sekali solusinya muter2 terus",1,Negatif
"Mohon maaf saya rating 1, karena saldo dana bisnis saya tidak bisa ditarik, sudah verifikasi wajah dan sukses tetap saja tidak bisa masuk ke saldo dana saya, buruk sekali tidak seperti dulu yang hanya memerlukan pin saja. Tolong Diperbaiki",1,Negatif
"Setelah update kok malah jadi ke gini sih min, Saya terus terang udah mengunakan aplikasi ini selama 3 Tahun Baru kali ngerasain Hal Yang jangal pada aplikasi ini Tolong di perbaiki lagi min di mana Titik Problem nya Dan segera balikin Dana saya Dan Juga Rekan"" yng lain makasih.",1,Negatif
Tidak bisa di upgrade dengan alasan KTP foto dan faktor pendukung lain nya tidak singkron.. Sedangkan saldo masih ada dan tidak bisa di ambil.. Kaliatan kan klo dari 1 orang 100.000 gk bisa di ambil.. Kalau 200 orang jadi berapa tuh.. Kepotong admin dll..,1,Negatif
Gua mau transfer kok gabisa2 woy. Udah terlanjur top up dana ini. Aplikasi makin lama makin busuuukkk.. Udah sebelum nya transfer terkirim tapi saldo ga nyampe ke rekening tujuan sekarang lebih parah..,1,Negatif
Saya sangat kecewaaa .. 1 saya melakukan transaksi dengan nominal 100rb tarik tunai. Saldo sudah kepotong uang tidak balik sangat sangat kecewa . Menghubungi CS tidak ada respon!! Sangat kecewaaa,1,Negatif
Tolong dibantu kendala Registrasi upgrade premium yg terkesan berbelit-belit Dan sampai hari inipun tetap tidak bisa registrasi premium Developer tidak memberikan alternatif kemudahan untuk registrasi. Aplikasi sangat tidak rekomendasi Saran untuk yg lain gunakan aplikasi sebelah Dengan registrasi mudah dan Free transaksi up to 100x,1,Negatif
Saya kecewa banget sama aplikasi dana. Uang saya tiba tiba tertarik tanpa saya transaksi apapun. Padahal udah bertahun tahun menggunakan aplikasi ini. Saya sudah tidak percaya lagi. Sekarang menyimpan uang di dana sudah tidak aman. Sekian.,1,Negatif
Kenapa gak bisa belanja di indomart. Kalah sama linkaja yg gak begitu terkenal. Kalah sama pospay yang baru2 aja di rilis sudah bisa. Sungguh terlalu. Menang nama doank tapi kagak lengkap fasilitasnya.,1,Negatif
"Tolong aplikasi nya di bikin jadi ringan, saat buka aplikasi selalu lama dan juga saat loading di dalam aplikasi juga lama padahal sinyal saya bagus, semoga di baca dan di perbaiki secepatnya. TERIMAKASIH SUDAH MEMBACA SARAN DARI SAYA JIKA SUDAH DI PERBAIKI AKAN SAYA UBAH JADI BINTANG 5:)",1,Negatif
"Yap. Di update ini, kami bekerja keras biar semuanya berkembang tanpa bugs & gangguan yang merusak kesenangan. 👈Tulisan diinformasi pembaruan aplikasinya kata tanpa bugs, tapi nyatanya banyak bugs dan gangguan.. gk komitmen",1,Negatif
"bagus sangat membantu,transaksi lancar .. tapi maaf tidak bisa cetak struk tansaksi ke print portable. tolong diberi fasilitas untuk cetak print portable.",4,Positif
"kecewa berat sama aplikasi ini, beli voucher diskon seharga 50 ribu, pas mau digunakan terus gak sengaja keluar dari aplikasi, vouchernya langsung hangus padahal belum dipakai. terus customer servicenya tidak memuaskan, tidak membantu untuk menyelesaikan masalah yang saya hadapi. saran saya voucher diskon itu jangan langsung hangus saat belum digunakan.",1,Negatif
"Tolong dong pada developer, kenapa pas udah update gk bisa masuk, alasannya update ke apk terbaru, dan saya buka PlayStore dan udah update, lalu saya hapus apk dana dan saya download ulang, ternyata sama gak bisa masuk, tolong dong udh 3 hari gak bisa masuk",1,Negatif
"Untuk transaksi DANA tolong di permudah, dari awal menggunakan DANA sampai saat ini transaksi nya ribet sangat. Dari isi no hp, verifikasi lagi, isi pin, kode otp, bayar pun msih belum masuk. Meski sekarang transaksi DANA bebas biaya admin, jujur saja kemudahan transaksi masih belum saya rasakan. Amat ribet rasa nya untuk bertransaksi di DANA 😔😔",1,Negatif
Sudah menggunakan aplikasi dana lumayan lama baru kali ini alami hal yg kurang baik. Top up dari bank bca kepending selama 2 hari padahal dari sistem bca sudah sukses berhasil tapii tidak masuk ke saldo dana. akhirnya melakukan pengiriman e-mail ke dana setelah itu baru masuk ke saldo dana dalam 2x24 jam.,2,Negatif
"setelah di update bukannya nambah bagus, malah makin jelek. transaksi jadi susah, selalu nunggu bug yang entah kapan selesainya. ini jadi ketunda tunda semua pembayarannya loh, gimana ya? cukup kecewa sama dana akhir akhir ini. tolong diperbaiki yaa",1,Negatif
"Ini kenapa dengan apk dana saat ini.. Kok banyak banget masalahnya, top up gak masuk masuk,buka, menu dan riwayat muter muter terus gak bisa bisa padahal sudah di update",2,Negatif
Klik menu kirim kok sulit banget.. Aplikasi berat dan banyak bug nya. Mau transaksi sekali kok sampai 5 menit lebih karena loading lama.,1,Negatif
Saya sudah top up dari tanggal 21 Maret artinya sudah 4 hari namun saldo belum juga masuk ke akun saya hingga sekarang sedangkan di banking sudah di potong dan transaksi nya berhasil... Mohon proses nya dana.!!!!!!!,1,Negatif
"Sering error untuk verifikasi wajah nya ga kaya aplikasi bank lainnya, payah aplikasi dana masa vermuk akun sediri dibilang wajah berbeda ,perbaiki tuh untuk vermuk nya dari tahun Ketahun tetap selalu error kadang bisa kadang enggak payah , live chat ngobrol sama bot dan tidak menemukan solusi, TLP juga berbayar dan sering gangguan padahal sinyal bagus, banyak kekurangan tidak kaya aplikasi bank digital lainnya bagus seperti NEO BANK, GOPAY ,OVO mereka aplikasi yg cepat untuk mendeteksi wajah",1,Negatif
"Saya beli pulsa dengan apk ini, tetapi nomor yg saya masukkan waktu order itu nomor saya yg sudah hangus masa aktifnya. Harusnya transaksi gagal tetapi saldo dana saya tetap terpotong. Saya sudah komplain berulang kali ke cs dana utk pengembalian saldo tetapi sampai sekarang belum juga ada kejelasan. Mending beli pulsa di counter, nomor salah (tdk aktif/mati) transaksi gagal uang dikembalikan",1,Negatif
Belum juga masuk udah sering keluar sendiri aplikasinya. Tolong lebih optimalkan lagi performanya. Masih di halaman daftar aplikasinya tapi belum selesai saya pendaftarannya udah keluar aja,1,Negatif
"Transaksi melalui Qris pending semalaman ,komplain tidak ada respon ,padahal barcode ada batas waktunya tapi transaski diproses terus gak berhasil berhasil ,mending pikir dulu sebelum pake apk ini ,eror terus",1,Negatif
"Aq memakai apk ini untuk segala transaksi tapi tolong perbaiki apknya yg versi terbaru terlihat lemot dengan sentuhan kirim, begitu bisa di klik, open nya berulang2 kali.. teramat merepotkan",4,Positif
Sangat buruk transaksi dalam proses terus-menerus dan cek riwayat detail nya transaksi pending udah 2jam live chat atau pusat bantuan tidak ada pemasukan atau jawaban yang jelas dan detail yang menjawab pertanyaan saya hanya sebuah bot semua buka costumer chatnya Hadeh makin kesinih makin gak jelas banyak keluhan yang tidak masuk akal dan jawaban yang tidak dapat membantu sama sekali.,1,Negatif
"Aplikasi tidak jelas, pihak dana tidak pernah tanggungjawab keuangan orang lain. Transaksi sudah 1 bulan uang tidak perna masuk ke rekening tujuan.. Mending hapus aja jangan sampai kejadian seperti saya alami........ Untung tidak bisa upload gambar, kalau bisa saya lampirkan bukti transaksi nya.. Tidak jelas",1,Negatif
"Aplikasi sampah najis!!! Kalo belom bisa jadi unicorn mending kambing aja. Payment wifi jam 2 malem, masa riwayat transaksinya jam 18:57. Aplikasi sampah, selesai trouble ini pasti gue hapus aplikasi sampah yg tutup komen di ig karna penggunanya kecewa!!!!",1,Negatif
Sudah top up uang tapi pas mau transfer ga bisa harus update ke premium dan ga bisa bisa... Gimana itu nasib uangnya... Sudah email dan telp. Ke costumer service ga jelas juga... Suruh tunggu telp.balik ga nelp.nelp,1,Negatif
"Kacau kurang respon. Saya topup menggunakan bca Mobile Banking stts transfer berhasil. Tapi saldo dana saya tidak bertambah.. Setelah livechat jawaban nya tetap sama, tidak memuaskan dan tidak ada tanggung jawabnya.. Nyesek bgt",1,Negatif
"Makin kesini dana tambah ga jelas... top up berhasil tp saldo belom masuk juga.. udah komplan tetep aja belom masuk, pdahal udah minta bukti transfer ini itu tetep aja belom masuk... uang sih ga seberapa, tp nyesek nya itu loh...",1,Negatif
"Top up 50 ribu dari jam 2 pagi sampe udah mau 24 jam belum juga masuk saat ini, udah di lapor ke gmail dan ke diana nya bilangnya masih di proses trus kapan bisa masuk nya ini saldo kecewa berat sih sama nih aplikasi!!! Padahal udah lama gunain baru kali ini di urusnya lama kaya gini!!!!!",1,Negatif
"bintang 1 karena saat isi pulsa asuransi layar yang gak jelas otomatis tercentang. dan biasanya kalau transaksi di minta pin, lah ini kalau ada opsi itu tercentang gak ada konfirmasi pin sama sekali. dan ini jelas jebakan yang sengaja di pasang.",1,Negatif
"Akun sampe udah premium limit udah lumayan, transaksi tiap bulan juga lumayan, bisa bisanya malah jadi ga jelas aplikasinya gini. Banyak bug saldo ga langsung update, trus baru2 ini banyak kejadian top up berhasil tapi di aplikasi dananya masih juga belum masuk sampe seharian lebih, tanggung jawabnya tolong aplikasi no 1",1,Negatif
"Sebelum nya gak pernah ada sekali masalah sejak pertama pake aplikasi ini, tapi hari ini saya tau keburukan aplikasi ini , 3x saya di rugikan ! 1. Melakukan pembayaran aplikasi tanpa ada nya konfirmasi terlebih dahulu , 2. Akun dana saya di hack lalu saldo saya di transfer entah ke siapa yg bahkan saya tidak kenal , 3. Saya Top-up melalui M-Banking dari pukul 02.01 A.M dan sampe saat ini saldo gak masuk sama sekali padahal saldo di Banking sudah terpotong ! Nomor satu kek gini nih ??????",1,Negatif
"Aplikasi lambat , top up dari tmn sy sudah berhasil tp saldo malah gak masuk2 ke dana... di konfirmasi blng sudah dlm proses, proses apaan lama banget,, cuih ! Lambat bgt, woiii duit gw segera dong si transfer,, nyangkut kesalahan di pihak anda kok lama sekaliii !!!! GaK JELAS !!!!",1,Negatif
Aplikasi ini mau bangkrut kayanya.. Pelayanan nya kesini makin ke sini makin buruk..jangan kan kasih solusi..pemberitahuan pun tidak ada..customernya slow respon.. Kembalikan uang saya....top up sudah lebih dari 15 jam belum masuk juga.. Andaikan ada penilaian minus...saya nilai aplikasi ini minus 1000...kembalikan uang saya,1,Negatif
"Kemarin akun saya dibekukan karena alasan yang tidak jelas,sekarang akun suami saya udah top up tapi belum masuk juga saldonya ke akun dana. Udah ke live chat udah beberapa jam belum masuk juga,padahal laporan transaksi sudah dilampirkan. Saldonya kemana dulu tuh udah beberapa jam belum masuk juga?",1,Negatif
"met siang min, tolong diperbaiki versi ini buruk, setiap klik kirim selalu terdian tidak respons lama sekali, lalu harus ditutup dulu direfresh akan muncul tapi lama dan juga tampilnya lama, tidak seperti dulu kala itu, lancar, sekarang letoy dan lembot aplikasi lain lancar semua saya cek dihp tetangga yg memiliki aplikasi dana juga mengalami hal serupa",1,Negatif
"Kecewa banget sama aplikasi dana topup dari bank bca senilai 885rb dan udh berhasil tapi gak masuk ke akun dana saya mana lagi ada kebutuhan mendesak benar"" sangat mengecewakan padahal udh sering pakai aplikasi dana . Hubungin ke pusat bantuan dari tadi masih proses terus jawabnyaa",1,Negatif
"Di update makin buruk performanya, top up saldo juga ga masuk, adanya live chat juga ga membantu sama sekali, disuruh ngirim ss bukti transaksi, giliran dikirim gabisa, max file 5kb. Yang bener aja dong, saldo saya masih nyangkut nih",1,Negatif
"E-wallet bobrok. Perbaiki sistem lu. Bayangin kalo customer lu urgent perlu uang mendadak, tpi tiba-tiba gangguan dan uang tidak masuk ke DANA. udah gua alamin top up via VA BCA ke DANA. Urgent buat tiket kereta api tpi uang belum masuk-masuk. Sekali lagi perbaiki sistem lu yang rancu ini, BOBROK!!!!!",1,Negatif
"Menurut ku aplikasi ini sudah lumayan, sy jadi bisa menggunakan E-wallet meskipun tanpa kartu ktp. Tapi masalahnya loading nya sangat lama ketika kita mau mengecek pesan masuk, dan saldo masuk. Untuk semuanya sih saya rasa sudah cukup. Soalnya apk ini ku pakai untuk main game yg (katanya) menghasilkan duit.",4,Positif
"Top up saldo dari tanggal 21 maret sampe sekarang belum juga masuk, saldo sudah berkurang dari atm dan status sudah terkirim tapi saldo di dana ga ada/ga bertambah.. tolong dong ini gimana saya top up 500 rb belum masuk masuk sudah laporan via email belum juga ada balasan ga jelas banget ini",1,Negatif
saya kecewa sama dana...saat saldo sedikit masih premium...ketika saya sudah top up 500k premium jadi gk ada...aku coba premium lagi tapi gagal terus...dan sekarang saya gak bisa jadi anggota premium....padahal saya sering tf uang ke sesama dana atau bahkan bayar belanjaan lewat dana..dan sekarang saya g bisa karna sudah bukan anggota premium...menyebalkan ! ! ! ! !,1,Negatif
"Transaksi nya tolong perbaiki,,karna saya top up semalam dari bca sampai hari ini saldonya belum masuk ke akun dana,,padahal di bca sudah selesai pengirimannya...dan pelayanan costumer nya sangat tidak memuaskan.😡",1,Negatif
Sudah melakukan top.up saldo dana dan di resi transaksi berhasil tapi saldo dana gk bertambah...coba hubungi resolusi respon nya lama dan lewat email pun demikian...sampai sekrang saldo dana saya belum bertambah sama sekali..kecewa sama aplikasi dana.,2,Negatif
"sudah top up via m-banking, tapi saldo DANA tidak bertambah, dan Saldo M-banking sudah terpotong, sudah komplain lewat pusat resolusi (live chat, pesan whatsapp, dan email) tapi tidak ada respon/tanggapan dari costumer care SAMA SEKALI, hanya ada balasan lewat bot.",1,Negatif
"Sistem apa ini, yakali saya mau transfer 90% dari saldo ga bisa.. selalu gagal. Dan saya coba transfer sedikit sedikit baru bisa, sejauh ini 70% dari saldo bisa sekali. Saya coba lagi transfer 80% saldo keatas sejauh ini selalu gagal. Sistemnya jelek banget sumpah",1,Negatif
"Parah sih dulu masih bagus sekarang sudah terlalu sering pending transaksi, serius bagi yg suka transaksi mau cepet mending pakai yg lain aja DANA sering pending bahkan kalau gk buat laporan email mungkin gk di proses sama pengaduan otomatis nya kesel sumpah , ngisi pulsa 100k aja pending kadang sampe berjam jam mana gk bisa di cancel lagi kalau pending, lelet skrg kalau laporan dari aplikasinya langsung gk kayak dulu, untung transaksi yg berjuta juta gk pending, cabut sih dari dana ngeri aja",1,Negatif
"Untuk Tim DANA. Tolong, kalau mau ambil biaya admin itu diawal transaksi, jangan dari saldo DANA yang dipotong, saya top up pas²an buat transaksi, kalau saldo saya dipotong jadinya saya tidak bisa transaksi karena saldo tidak mencukupi, jadi tolong sistemnya diubah yaa wahai Tim DANA yang BUDIMAN. Padahal bulan oktober kemaren aman² aja. Dan juga sekarang harga pulsa naik, beli voucher pulsa di ADVANCED PLUS TECHNOLOGIES juga selalu kena REFUND, mending nggak usah obral voucher aja sekalian.",1,Negatif
"kok malah tambah buruk ya. sya tf ke dana via VA m-banking laporan berhasil tapi saldo dana tidak bertambah, sudah update , sudah tutup aplikasi, sudah hapus cache tetep ga msuk saldonya, hubungi CS jg tidak ada respon sangat sangat sangat kecewa",1,Negatif
"Selesai daftar & berhasil tp setelah itu Tidak bisa di buka,katanya apk berbahaya padahal gwa download di playstore smpai 3× & tetep ga bisa di buka,apa krna hp root? .tdnya selesai daftar mau lngsung top up,ehh malah ga bisa di buka.mohon penjelasanya",1,Negatif
"Halo, kenapa sekarang nggak bisa buat transaksi pdhl 3hari yg lalu masih bisa. sudah di upgrade ke premium, tapi tetap belum bisa buat transaksi, saat belanja di e-commerce. Tinggal melakukan pembayaran malah nge bug😪,mohon perbaiki segera🙏🏻",2,Negatif
"Aplikasi buruk upgrade pertama bisa setelah digunakan kirim uang, upgrade premiumnya di nyatkan gagal, setlah itu upgrade lg bisa, dan digagalkan lagi,,,bingung aplikasinya gk jelas...klw gagal di verifikasi ya udah digagalkan aja,,jangan linglung,biar konsumen gk pensaran .",1,Negatif
Makin kesini makin mengecewakan.. transaksi pembayaran bill Indosat 3x24 jam transaksi proses terus. Uda call cs dana tp asik disuruh nunggu terus. Mau nunggu sampe kapan?? Kembalikan saja saldo saya yg sudah terpotong itu. Sialan....,1,Negatif
"Pengalaman aku untuk apk DANA bagus sih Aku sendiri udh 3tahun lbh memakai DANA, dari akun biasa sampai daftar Premium semua nya berjalan lancar dan cepat, dan untuk transaksi gagal , saldo selalu di kembalikan 100% Sampai skrg selalu top 👍",5,Positif
Kenapa di Akun dana saya muncul tagihan sebesar 500 ribu .. padahal saya tak pernah transalsi paylater di aplikasi ini ... dan parahnya lagi ketika akan dibuka malah tak bisa terbuka ... apakah kalian pihak dana mau menipu saya ... saya tak terima ... Aplikasi apa ini ...,1,Negatif
Aplikasi bagus ..tapi penanganan masalah dan penyelesaiannya tidak bagus terlalu lama seperti kasus yg saya alami ..padahal saya sudah mengirimkan surat permohonannya tetapi balasan yg di dapat sama ...terlalu ribet dan lama banget penanganannya dan penyelesaiannya,1,Negatif
"Tiap abis update bukannya tambah baik malah tambah aneh. Topup gak langsung masuk, dan buat pake belanja gak bisa di alihkan lngsung ke pembayaran dana.",1,Negatif
"Masih sama, malah masih ngebug ya appnya? Kapan benernya min? Jadi susah buat tranksaksi kalau begini mint. Dan juga harusnya ini bisa dipake buat semua android. Bukan hanya andro 8 keatas yg bisa.",1,Negatif
"Dana bener-bener gak ada itikad baiknya, transaksi pembayaran internet sebesar 250k status berhasil dan diproses tapi pembayaran tidak masuk-masuk sudah seminggu lebih. Sudah komplain ke CS tapi tidak ada respon baik dan solusi sama sekali.",1,Negatif
"Mentransfer bisa menerima gak bisa, di suruh upgrade premium tapi pas dicoba meng upgradenya ga di perifikasi malah keterangan latar ktpnya ga sesuai, tambah ga ada solusi lain lagi, di chat suruh nunggu 10 menit mulu , aneh",1,Negatif
"Saya sudah upgrade menjadi DANA PREMIUM dengan menggunakan E-KTP & berhasil,lalu saya top up,kemudian saya coba kirim ke rekening BANK & itupun hasilnya sukses. Setelah beberapa hari saya buka kembali aplikasi DANA saya,betapa TERKEJUT, KAGET, Jeung CAMPUR REUWAS,,ternyata akun DANA saya sudah tidak PREMIUM lagi. Dan dengan perasaan SEDIH, KECEWA, TERLUKA, HANCUR SEHANCUR-HANCURNYA, Saya coba upgrade kembali dengan menggunakan E-KTP yang sama,dan hasilnya selalu GAGAL. ADA APAKAH GERANGAN?.....",1,Negatif
"semakin kesini semakin menjengkel kan, setiap habis top up ga bisa langsung transaksi.. selalu sistem sibuk.. kaya yang harus mendem dulu saldo nya....parah .!!! Lebih baik pindah ke dompet digital lain kalo terus terusan seperti ini",1,Negatif
"aplikasinya sangat bagus,kita jdi lebih gampang bertransaksi ,atau menerima,sangat membantu sya bnget,begitupun menyimpan,anggap aj kita nabung d kita sendiri..pertahankn Kebagusan nya ,lebih bagus lgi lebih baik",5,Positif
"Dana lagi erro r atau gmn.?gak bisa ke buka,ada pesan ""apk mu sebagai versi tidak resmi"". Di uninstal terus instal kembali di play store tetap gak bisa ke buka,muncul lg pesan seperti diatas.",1,Negatif
Aplikasi sampah.. Uang gw ga bisa di tf ke rek bank. Gilirandi upgrade tetap gagal. Pdahal semua data sudah lengkap dan super valid. Mau apalagi coba. Mana ga ada opsi lain lagi. Sampah.. Super super aplikasi sampah. Bahkan lebih rendah dari pada sampah. Layaknya aplikasi ta.i .. Sampah,1,Negatif
"Dua tahun terakhir pakai dana sangat nyaman dan mudah, tapi akhir2 ini sering Bug sering lag mau topup atau transfer..tolong di perbaiki ya. Nanti banyak yg uninstall loh hati2 .. terima kasih",4,Positif
"Aplikasi kalian semakin jadi-jadi, semakin banyak BUG nya nih, mau kirim dana aja susah sekali, seringan ERROR, top up cuma masuk notif aja, saldo ga ke refresh, di refresh malah ERROR aplikasinya, mesti keluar apk dulu, udah masuk lagi, tapi saldo masih sama. Perbaiki lagi gih sistem kalian, jangan kebanyakan ERROR nya. Kalau keberatan ya perluas atau buka server baru aja, jangan paksa nahan server, nanti kalo overload, kita"" para pengguna yang rugi",1,Negatif
"Saya tidak bisa masuk aplikasi, ketika saya mencoba log in dengan wifi, saya dapat notif jaringan tidak stabil, padahal wifi udah 30 mbps, hanya dana yang ngak bisa di buka, selain dana, ewallet yang lain aman.❔️",1,Negatif
Aplikasi bukannya semakin baik malah semakin buruk.. system sibuk terus. Buka aplikasi saja lambat dan harus refresh dulu dalam beberapa menit baru bisa digunakan. Update aplikasi ada terus tapi tidak ada gunanya.,2,Negatif
"saya tambahin nanti jadi 5 star kalau aplikasinya kaya dulu setiap dana masuk langsung ada, dan mau kirim pun ga delay, sekarang jujur lemot banget, kaya ngdown gimana gitu server nya sampe harus keluar masuk keluar masuk .. tolong perbaiki untuk dev nya lebih sigap lagi",4,Positif
"Masa tiba2 gabisa di buka karna di suruh update versi terbaru, padahal uda pake versi terbaru, dan sangat lama kebuka, padahal ini apk no 1 di keuangan tapi kenapa kadang mengecewakan penggunanya, uda nyoba lapor ke email nya masih aja ga direspon dari lama, gangerti lagi harus gimana",1,Negatif
Saya ingin melakukan pembatalan penarikan via atm non kartu. Sudah lebih dari 9 jam belum juga ada pengembalian dana saya. Bagaimana ini bos maksudnya. Ini penipuan atau bagaimana DANA itu. Email belum juga ad jawaban sma sekali. Sedangkan saya memerlukan uang. Sangat mengecewakan. Sama aja . DANA itu sperti ingin mencemarkan nama baik saya. Dikira orang lain uang yg mereka simpan di saya itu dipakai saya,1,Negatif
"Tolong donk,aplikasi dibuat smooth,,terasa berat/lemot bgt semakin di update semakin berat aplikasinya,,terasa ada jedah tiap buka,seperti buka pilihan yg di dalam apl nya,mohon di buat lebih smooth.terimakasih",5,Positif
"Aplikasi makin kesini makin ngadi2 ya, bisa2nya saldo kepotong sendiri, udah mah ngga ada riwayatnya, saya juga ngga berlangganan aplikasi, game maupun tagihan. Intinya ngga dipake tapi kok ilang gimana si, duit halal susah nyarinya yah. Hargai user kere lah minimal.",2,Negatif
sangat membantu sekali mudah dipahami transaksi cepat aman dan nyaman rincian transaksi juga jelas hanya saja fitur paylaternya masih dalam perkembangan untuk waktu yang tidak bisa di tentukan semoga secepatnya,5,Positif
"Apk nya bikin susah, punya Tabungan di simpen di dana semua, trs sekarang tiba tiba akunnya non premium sendiri, dan di coba buat upgrade lagi susah, minta Bantuan sama cs dana sampai sekarang belum bisa, kalau di email suruh cht di apk nya langsung, tapi tetap hasilnya nihill",1,Negatif
"Saya suka dengan DANA mempermudah transaksi keuangan saya,tapi untuk sekarang sangat di syangkan aplikasi jadi lemot terasa berat buka fitur2 nya dan untuk mecahkan kendala cuma andalkan robot doang susah dan lama terselesaikan nya",5,Positif
"aplikasinya bagus, mudah dimengerti cara pengguna'an'nya. Tambah fitur untuk bayar SPBU dan Pengisian Electrick kendara'an listrik, bila itu memadai. Terimakasih",5,Positif
"Jujur, dana benar2 membantu transaksi usaha kecil, dengan konsisten ngasih 10x gratis biaya admin transfer ke semua bank! Disaat aplikasi lain memberikan tarif yang menurut saya lumayan besar jika terus melakukan transfer continue antar bank. Terima kasih dana, saya harap dana terus menjadi perusahaan yang growth, sukses dan semakin besar.",5,Positif
"Mau transfer saldo 50rb sebelumnya cek saldo masih 30 ribuan. Kemudian topup saldo 25ribu maksudnya menambahkan saldo sebelumnya agar cukup untuk transfer saldo 50rb. Dapat notifikasi saldo masuk tapi cek saldonya ternyata malah berkurang. Kata Customer Service, saldo saya 0 sebelum topup 25rb. Saldo sisa 30ribuan. Merugikan pengguna aplikasi. Semoga diperbaiki sistemnya agar lebih baik lagi...",1,Negatif
"Mohon di perbaiki lagi ini apk nya, setiap saya mau kirim saldo pasti sistem lagi sibuk, itu apa ya... Saya merasa terganggu soal itu... Saya mohon cepat di perbaiki lagi ini apk, saya hanya bisa kasih 1 bintang aja. Terima kasih",1,Negatif
"Saya beri 5 bintang agar permasalahan saya cepat di selesaikan. Saya melakukan transaksi transfer Ke bank , tetapi uang tidak masuk ke rekening tujuan dan saldo dana saya terpotong. Buka kali ini terjadi permasalahan seperti ini , yg lalu lalu pun sudah pernah . Saya sudah chat customer tetap saja hasilnya tidak ada. Kalo gini terus lama lama saya pindak APK",5,Positif
"Dana bagaimana ini saya pengaduannya??, Uang saya hilang entah kemana padahal saya niat tf ke rekening saya sendiri, tapi di rekening ga ada di dana ke potong, terus ga ada riwayat terakhir pengeluaran biasanya ada ini ga ada dan itu ilang gitu aja uangnya lumayan juga, saat ingin ngirim tulisannya sistem sedang eror aneh banget, ini bagaimana penyelesaiannya ya dana ?????",1,Negatif
Sering banget eror akhir2 ini tiap udah di top up aplikasinya eror sampe 24 jam lebih padahal dibutuhin banget buat transfer2 & transaksi lainnya. Mana sering minta di update aplikasi nya tp jadi gk bisa dibuka apk nya,1,Negatif
"Aku kasih bintang 1 dulu, sekarang jadi sulit, cara UPGRADE aja susah, padahal mengisi datanya sudah benar, live chat aja susah memprosesnya, sekarang jadi kecewa, padahal dulunya bagus, eh sekarang malah jadi parah",1,Negatif
"Payah,, topup saldo nggk masuk masuk,, padahal keterangan di m-banking sudah sukses trus uang di udah kepotong tapi tetap nggk masuk saldo dananya bahkan di riwayat transaksi aplikasi dana nggk ada,,CS dihubungi tidak ada jawaban,, berapa lama lagi harus nunggu?? email + CS tidak ada jawaban tolong segera ditangani!! Payahh!",1,Negatif
"pembaruan bukan nya bagus malah jelek, selama pakai dana baru kali ini kejadian transfer tidak masuk di rekening tujuan padahal di apk dana nya berhasil. Untuk respon tim dana nya sangat lambat & sangat tidak membantu sama sekali. Lagi klaim refund dana yg gagal masuk ke rekening malah sedang perbaikan sistem. Sungguh saya kapok pakai apk dana sekarang 👎👎👎 Jagalah kepercayaan pelanggan!!!!",1,Negatif
Mau upgrade ke akun premium aja susahnya minta ampun... Padahal sudah berhasil masuk tapi malah d gagalin... Gak kaya toko sebelah lebih cepat respon dan gak ribet padahl persaratan sama kecewa saya sudah isi saldo tapi malh uangnya gak bisa ke pake...,1,Negatif
